accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
AB010145.1	8251	3206	441	7.310209	2.03833	Aichi virus genomic RNA, complete genome	1313215	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Aichivirus A	Aichi virus 1	Aichi virus 1	W7XQT4.p1671	26221454
AB186897.1	2525	2092	206	11.838316	3.11135	Human picobirnavirus RNA segment 1 genomic RNA, complete sequence	145856	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Picobirnaviridae	Orthopicobirnavirus	Orthopicobirnavirus hominis	Human picobirnavirus	Human picobirnavirus	W7XQT4.p1671	26221454
AB308374.1	6673	6015	5818	125.114975	33.2503	Mamastrovirus 1 genomic RNA, complete genome, isolate: V1347	1239565	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	unclassified Mamastrovirus 1 subspecies/strain	unclassified Mamastrovirus 1 strain	W7XQT4.p1671	26221454
AB614356.1	7476	6004	699	13.408272	3.56575	Sapovirus Hu/GI.2/BR-DF01/BRA/2009 RNA, complete genome	985691	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/GI.2/BR-DF01/BRA/2009	Sapovirus Hu/GI.2/BR-DF01/BRA/2009	W7XQT4.p1671	26221454
AB623037.2	7442	6477	1154	22.127674	5.9137	Sapovirus Hu/OH08021/2008/JP genomic RNA, complete genome	1003429	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/OH08021/2008/JP	Sapovirus Hu/OH08021/2008/JP	W7XQT4.p1671	26221454
AB933730.1	7509	2327	139	2.6337817	0.705953	Norovirus Hu/GII.4/Ehime1/2009/JP genomic RNA, complete genome	1498724	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GII.4/Ehime1/2009/JP	Norovirus Hu/GII.4/Ehime1/2009/JP	W7XQT4.p1671	26221454
AF043303.1	4679	4642	14134	441.7313	115.201	Adeno-associated virus 2, complete genome	10804	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus A	adeno-associated virus 2	adeno-associated virus 2	W7XQT4.p1671	26221454
AF260508.1	6759	3900	8610	184.36253	48.5807	Human astrovirus type 8, complete genome	43358	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 8	Human astrovirus 8	W7XQT4.p1671	26221454
AF401755.1	2359	2327	20907	1304.8516	337.992	Human rotavirus G2 strain KO-2 VP4 gene, complete cds	73034	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G2	Rotavirus G2	W7XQT4.p1671	26221454
AF536531.1	9812	1802	103	1.382426	0.400334	Aphid lethal paralysis virus, complete genome	209529	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	unclassified Aphid lethal paralysis virus subspecies/strain	unclassified Aphid lethal paralysis virus strain	W7XQT4.p1671	26221454
AJ303139.1	2736	1053	37	2.0344162	0.515738	Human rotavirus (group C / strain Bristol) VP2 gene for structural protein 2, genomic RNA	31567	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus C	Human rotavirus C/Bristol	Human rotavirus C/Bristol	W7XQT4.p1671	26221454
AY116593.1	751	631	132	22.950083	6.70312	Bovine rotavirus RF NSP4 mRNA, complete cds	10933	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Bovine rotavirus strain RF	Bovine rotavirus strain RF	W7XQT4.p1671	26221454
AY237420.2	7458	6146	587	11.19595	3.00164	Sapovirus Mc10 polyprotein precursor, mRNA, complete cds; and unknown mRNA	234601	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Mc10	Sapovirus Mc10	W7XQT4.p1671	26221454
AY634314.1	8026	3583	169	3.0223463	0.803028	Solenopsis invicta virus 1, complete genome	294369	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Aparavirus	Solenopsis invicta virus 1	unclassified Solenopsis invicta virus 1 subspecies/strain	unclassified Solenopsis invicta virus 1 strain	W7XQT4.p1671	26221454
AY646856.2	7500	5605	582	11.23932	2.95941	Sapovirus NongKhai-24/Thailand, complete genome	300717	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus NongKhai-24/Thailand	Sapovirus NongKhai-24/Thailand	W7XQT4.p1671	26221454
AY720891.1	6723	4568	4911	103.86825	27.858	Human astrovirus type 4 strain Dresden, complete genome	35300	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 4	Human astrovirus 4	W7XQT4.p1671	26221454
DQ125333.1	7437	2009	92	1.7955263	0.471773	Sapovirus Hu/Angelholm/SW278/2004/SE polyprotein mRNA, complete cds; and unknown genes	343513	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/Angelholm/SW278/2004/SE	Sapovirus Hu/Angelholm/SW278/2004/SE	W7XQT4.p1671	26221454
DQ664188.1	2203	1286	130	8.471505	2.25046	Mammalian orthoreovirus 2 isolate BYD1 segment M2, complete sequence	538121	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 2	Mammalian orthoreovirus 2	W7XQT4.p1671	26221454
DQ915164.2	31076	1200	100	0.44787556	0.122721	Bovine coronavirus isolate Alpaca, complete genome	404135	Viruses	Pisuviricota	Pisoniviricetes	Nidovirales	Coronaviridae	Betacoronavirus	Betacoronavirus 1	Bovine coronavirus isolate Alpaca	Bovine coronavirus isolate Alpaca	W7XQT4.p1671	26221454
EF059918.1	750	740	21325	4526.8135	1084.35	Human rotavirus G12 strain CAU 195 NSP4 gene, complete cds	215680	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G12	Rotavirus G12	W7XQT4.p1671	26221454
EF059920.1	2359	2073	370	24.518787	5.9816	Human rotavirus G12 strain CAU 195 VP4 gene, complete cds	215680	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G12	Rotavirus G12	W7XQT4.p1671	26221454
EF059923.1	2359	2358	102609	6578.6367	1658.83	Human rotavirus G9 strain CAU 202 VP4 gene, complete cds	42567	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G9	Rotavirus G9	W7XQT4.p1671	26221454
EF444549.1	5229	1304	33	0.7359716	0.240679	WU Polyomavirus strain B0, complete genome	440266	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus quartihominis	WU Polyomavirus	WU Polyomavirus	W7XQT4.p1671	26221454
EU233812.1	4139	4130	7198	246.02783	66.3223	Anopheles gambiae densonucleosis virus, complete genome	487311	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Brevihamaparvovirus	Dipteran brevihamaparvovirus 1	Anopheles gambiae densovirus	Anopheles gambiae densovirus	W7XQT4.p1671	26221454
FJ222451.1	6171	6157	10591	247.3878	65.4523	Astrovirus MLB1, complete genome	568715	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Astrovirus MLB1	unclassified Astrovirus MLB1 subspecies/strain	unclassified Astrovirus MLB1 strain	W7XQT4.p1671	26221454
FJ361201.1	3267	3259	4847	217.70773	56.5805	Rotavirus A strain 116E/AG segment 1 viral protein 1 (VP1) gene, complete cds	638299	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A strain 116E/AG	Rotavirus A strain 116E/AG	W7XQT4.p1671	26221454
FJ755404.1	6771	3559	636	13.28032	3.58218	Human astrovirus 1 Beijing/291/2007/CHN, complete genome	626180	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1 Beijing/291/2007/CHN	Human astrovirus 1 Beijing/291/2007/CHN	W7XQT4.p1671	26221454
FJ755405.1	6771	4585	1382	28.750643	7.78392	Human astrovirus 1 Beijing/293/2007/CHN, complete genome	626181	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1 Beijing/293/2007/CHN	Human astrovirus 1 Beijing/293/2007/CHN	W7XQT4.p1671	26221454
FJ973560.1	4958	4555	913	26.184484	7.02275	Human bocavirus 2b NI strain HBoV2B-NI-213, complete genome	1511881	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	Human bocavirus 2b NI	Human bocavirus 2b NI	W7XQT4.p1671	26221454
FJ973620.1	6586	6571	4168	89.10923	24.1351	Astrovirus VA1, complete genome	645687	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 9	Astrovirus VA1	Astrovirus VA1	W7XQT4.p1671	26221454
GQ179640.3	7982	1331	41	0.72178245	0.195891	Salivirus NG-J1, complete genome	651733	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus A	Salivirus NG-J1	Salivirus NG-J1	W7XQT4.p1671	26221454
GQ184145.1	7989	1797	67	1.2135476	0.319835	Salivirus A isolate 02394-01, complete genome	1330524	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus A	unclassified Salivirus A subspecies/strain	unclassified Salivirus A strain	W7XQT4.p1671	26221454
GQ225794.1	1194	1192	4161	513.3171	132.904	Rotavirus A AU32xUK reassortant (UKg9AU32) VP6 protein gene, complete cds	666966	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A AU32xUK reassortant (UKg9AU32)	Rotavirus A AU32xUK reassortant (UKg9AU32)	W7XQT4.p1671	26221454
GQ225836.1	2643	2643	1078	57.461693	15.5548	Rotavirus A AU32xUK reassortant (UKg9AU32) VP2 protein gene, complete cds	666966	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A AU32xUK reassortant (UKg9AU32)	Rotavirus A AU32xUK reassortant (UKg9AU32)	W7XQT4.p1671	26221454
GQ415660.1	6534	5273	556	12.096022	3.24518	Mamastrovirus 8 isolate NI-295, complete genome	1239572	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 8	unclassified Mamastrovirus 8 subspecies/strain	unclassified Mamastrovirus 8 strain	W7XQT4.p1671	26221454
GQ845370.2	7523	1505	111	2.1166418	0.562698	Norovirus Hu/GII.g-GII.12/StGeorge/NSW199U/2008/AU, complete genome	676532	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GII.g-GII.12/StGeorge/NSW199U/2008/AU	Norovirus Hu/GII.g-GII.12/StGeorge/NSW199U/2008/AU	W7XQT4.p1671	26221454
GU589580.1	2304	1829	304	18.665274	5.03193	Mammalian orthoreovirus 3 strain Abney segment M1, complete sequence	538123	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3	W7XQT4.p1671	26221454
GU589584.1	1331	1194	175	18.85182	5.01422	Mammalian orthoreovirus 3 strain Abney segment S2, complete sequence	538123	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3	W7XQT4.p1671	26221454
GU937877.1	3302	3302	141529	6261.5015	1634.6	Caprine rotavirus A strain GO34 RNA-dependent RNA polymerase (VP1) gene, complete cds	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	W7XQT4.p1671	26221454
GU937879.1	2591	2375	27165	1409.8833	399.839	Caprine rotavirus A strain GO34 VP3 protein (VP3) gene, complete cds	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	W7XQT4.p1671	26221454
GU937881.1	1356	1350	73643	8782.206	2071.17	Caprine rotavirus A strain GO34 VP6 protein (VP6) gene, complete cds	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	W7XQT4.p1671	26221454
GU937884.1	1059	885	373	50.90429	13.4325	Caprine rotavirus A strain GO34 NSP2 protein (NSP2) gene, complete cds	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	W7XQT4.p1671	26221454
GU984757.1	1356	1200	7726	766.6443	217.289	Bovine rotavirus A strain 68 VP6 (VP6) gene, complete cds	35333	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Bovine rotavirus A	Bovine rotavirus A	W7XQT4.p1671	26221454
GU984760.1	1062	543	45	5.172149	1.61596	Bovine rotavirus A strain 68 VP7 (VP7) gene, complete cds	35333	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Bovine rotavirus A	Bovine rotavirus A	W7XQT4.p1671	26221454
HM011556.1	5387	2258	185	5.0685506	1.30969	Merkel cell polyomavirus isolate R17b, complete genome	493803	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus quintihominis	Merkel cell polyomavirus	Merkel cell polyomavirus	W7XQT4.p1671	26221454
HM237363.1	6772	2454	249	5.13289	1.40225	Human astrovirus 6 isolate Katano, complete genome	37130	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 6	Human astrovirus 6	W7XQT4.p1671	26221454
J02226.1	5130	4747	1049	29.612852	7.79833	JC virus complete genome	10632	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus secuhominis	JC polyomavirus	JC polyomavirus	W7XQT4.p1671	26221454
JF742759.1	6119	1198	60	1.3168035	0.37395	Astrovirus MLB2 isolate MLB2/human/Stl/WD0559/2008, complete genome	683172	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Astrovirus MLB2	unclassified Astrovirus MLB2 subspecies/strain	unclassified Astrovirus MLB2 strain	W7XQT4.p1671	26221454
JF831955.1	672	656	10790	2696.3716	612.344	Rotavirus A Ind/HR/B91 NSP4 gene, complete cds	1169011	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A Ind/HR/B91	Rotavirus A Ind/HR/B91	W7XQT4.p1671	26221454
JN088541.1	8289	5372	468	7.9850106	2.15321	Canine kobuvirus US-PC0082, complete genome	1082189	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Aichivirus A	Canine kobuvirus US-PC0082	Canine kobuvirus US-PC0082	W7XQT4.p1671	26221454
JN091707.1	10347	1090	47	0.6432284	0.173231	Spodoptera exigua Iflavirus-1, complete genome	1111710	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Spodoptera exigua iflavirus 1	unclassified Spodoptera exigua iflavirus 1 subspecies/strain	unclassified Spodoptera exigua iflavirus 1 strain	W7XQT4.p1671	26221454
JN379039.1	7798	2575	130	2.304001	0.635775	Salivirus CH, complete genome	1330996	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus A	Salivirus CH	Salivirus CH	W7XQT4.p1671	26221454
JN542510.1	7404	1833	339	6.3880615	1.74613	Human coxsackievirus A22 strain 438913, complete genome	42783	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus C	Coxsackievirus A22	Coxsackievirus A22	W7XQT4.p1671	26221454
JN648103.1	5413	4114	1130	29.592438	7.96129	Canine bocavirus 1 isolate Con-161, complete genome	1511885	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 2	Canine bocavirus 1	Canine bocavirus 1	W7XQT4.p1671	26221454
JN799421.1	1168	633	30	3.9921415	0.979539	Mammalian orthoreovirus strain 729 segment S3 sigma-NS gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	W7XQT4.p1671	26221454
JN799425.1	2243	2067	178	10.795986	3.02645	Mammalian orthoreovirus strain 729 segment M3 mu-NS gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	W7XQT4.p1671	26221454
JN799426.1	3857	3133	312	11.538171	3.08495	Mammalian orthoreovirus strain 729 segment L1 lambda-3 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	W7XQT4.p1671	26221454
JN799427.1	3916	2916	382	14.413967	3.72018	Mammalian orthoreovirus strain 729 segment L2 lambda-2 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	W7XQT4.p1671	26221454
JN799428.1	3903	3641	475	17.958965	4.64129	Mammalian orthoreovirus strain 729 segment L3 lambda-1 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	W7XQT4.p1671	26221454
JQ388274.1	7691	1885	123	2.3305929	0.60991	Norovirus Hu/GI.6/Kingston/ACT160D/2010/AU, complete genome	1173217	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GI.6/Kingston/ACT160D/2010/AU	Norovirus Hu/GI.6/Kingston/ACT160D/2010/AU	W7XQT4.p1671	26221454
JQ423900.1	750	415	59	2.9883332	3.00009	Lapine rotavirus strain N5 segment 10, complete sequence	49892	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Lapine rotavirus	Lapine rotavirus	W7XQT4.p1671	26221454
JQ613567.1	7527	3613	252	4.747594	1.2768	Norovirus Hu/GIV.1/LakeMacquarie/NSW268O/2010/AU, complete genome	1183318	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GIV.1/LakeMacquarie/NSW268O/2010/AU	Norovirus Hu/GIV.1/LakeMacquarie/NSW268O/2010/AU	W7XQT4.p1671	26221454
JQ911594.1	7696	5122	547	10.152796	2.7106	Norovirus Hu/GI/10360/2010/VNM, complete genome	1175308	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus Hu/GI/10360/2010/VNM	Norovirus Hu/GI/10360/2010/VNM	W7XQT4.p1671	26221454
JQ911763.1	8216	3847	176	3.1002975	0.81695	Canine kobuvirus CH-1, complete genome	1281440	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Aichivirus A	Canine kobuvirus CH-1	Canine kobuvirus CH-1	W7XQT4.p1671	26221454
JX195074.1	3302	2731	6894	300.34167	79.6228	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 1, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	W7XQT4.p1671	26221454
JX195076.1	2591	2587	53455	3098.9512	786.8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 3, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	W7XQT4.p1671	26221454
JX195078.1	1356	1352	55155	6291.127	1551.2	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 6, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	W7XQT4.p1671	26221454
JX195079.1	1061	860	187	27.07574	6.72155	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 9, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	W7XQT4.p1671	26221454
JX195080.1	1567	1564	22780	2174.835	554.406	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 5, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	W7XQT4.p1671	26221454
JX195081.1	1059	1059	12475	1734.9504	449.25	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 8, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	W7XQT4.p1671	26221454
