accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
AF536531.1	9812	4500	611	8.485717	1.17196	Aphid lethal paralysis virus, complete genome	209529	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Cripavirus	Aphid lethal paralysis virus	unclassified Aphid lethal paralysis virus subspecies/strain	unclassified Aphid lethal paralysis virus strain	ZW2Y6L.p1831	53133990
AJ489744.2	10140	4958	353	4.974875	0.655186	Deformed Wing Virus gene for polyprotein, genomic RNA	198112	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Deformed wing virus	unclassified Deformed wing virus subspecies/strain	unclassified Deformed wing virus strain	ZW2Y6L.p1831	53133990
AY189948.2	5335	1792	107	2.5122468	0.377465	Blattella germanica densovirus 1, complete genome	220638	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Blattambidensovirus	Blattodean blattambidensovirus 1	Blattella germanica densovirus 1	Blattella germanica densovirus 1	ZW2Y6L.p1831	53133990
AY251269.2	10112	2646	203	2.881048	0.377821	Varroa destructor virus 1, complete genome	232800	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Varroa destructor virus 1	unclassified Varroa destructor virus 1 subspecies/strain	unclassified Varroa destructor virus 1 strain	ZW2Y6L.p1831	53133990
AY275710.1	9524	6424	527	7.7794967	1.0414	Kashmir bee virus, complete genome	68876	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Aparavirus	Kashmir bee virus	unclassified Kashmir bee virus subspecies/strain	unclassified Kashmir bee virus strain	ZW2Y6L.p1831	53133990
AY634314.1	8026	7409	2908	52.021713	6.81903	Solenopsis invicta virus 1, complete genome	294369	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Aparavirus	Solenopsis invicta virus 1	unclassified Solenopsis invicta virus 1 subspecies/strain	unclassified Solenopsis invicta virus 1 strain	ZW2Y6L.p1831	53133990
AY646856.2	7500	7276	2092	40.298504	5.24962	Sapovirus NongKhai-24/Thailand, complete genome	300717	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus NongKhai-24/Thailand	Sapovirus NongKhai-24/Thailand	ZW2Y6L.p1831	53133990
AY720891.1	6723	4525	10217	214.39282	28.6014	Human astrovirus type 4 strain Dresden, complete genome	35300	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 4	Human astrovirus 4	ZW2Y6L.p1831	53133990
D14723.1	2363	1958	681	43.509262	5.42389	Rotavirus sp. FRV64 mRNA for VP4 (VP8 and VP5 region) complete cds	39010	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Feline rotavirus	Feline rotavirus frv-64	Feline rotavirus frv-64	ZW2Y6L.p1831	53133990
DQ125333.1	7437	6573	1732	33.544945	4.38306	Sapovirus Hu/Angelholm/SW278/2004/SE polyprotein mRNA, complete cds; and unknown genes	343513	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/Angelholm/SW278/2004/SE	Sapovirus Hu/Angelholm/SW278/2004/SE	ZW2Y6L.p1831	53133990
EF059918.1	750	747	11757	2610.6667	295.028	Human rotavirus G12 strain CAU 195 NSP4 gene, complete cds	215680	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G12	Rotavirus G12	ZW2Y6L.p1831	53133990
EF059923.1	2359	2339	15481	984.08105	123.509	Human rotavirus G9 strain CAU 202 VP4 gene, complete cds	42567	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus G9	Rotavirus G9	ZW2Y6L.p1831	53133990
EU233812.1	4139	4072	5546	189.69016	25.2181	Anopheles gambiae densonucleosis virus, complete genome	487311	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Brevihamaparvovirus	Dipteran brevihamaparvovirus 1	Anopheles gambiae densovirus	Anopheles gambiae densovirus	ZW2Y6L.p1831	53133990
EU708890.1	3269	2796	720	32.581596	4.1452	Human rotavirus Ro1845 VP1 protein (VP1) gene, complete cds	557245	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus Ro1845	Human rotavirus Ro1845	ZW2Y6L.p1831	53133990
EU708896.1	1546	1382	174	17.219913	2.1182	Human rotavirus Ro1845 NSP1 protein (NSP1) gene, complete cds	557245	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus Ro1845	Human rotavirus Ro1845	ZW2Y6L.p1831	53133990
EU708898.1	1025	1017	211	29.950857	3.87424	Human rotavirus Ro1845 NSP3 protein (NSP3) gene, complete cds	557245	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus Ro1845	Human rotavirus Ro1845	ZW2Y6L.p1831	53133990
EU708899.1	704	704	597	123.95487	15.9599	Human rotavirus Ro1845 NSP4 protein (NSP4) gene, complete cds	557245	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Human rotavirus Ro1845	Human rotavirus Ro1845	ZW2Y6L.p1831	53133990
FJ222451.1	6171	3712	450	10.444445	1.37241	Astrovirus MLB1, complete genome	568715	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Astrovirus MLB1	unclassified Astrovirus MLB1 subspecies/strain	unclassified Astrovirus MLB1 strain	ZW2Y6L.p1831	53133990
FJ755404.1	6771	2694	658	12.852892	1.82895	Human astrovirus 1 Beijing/291/2007/CHN, complete genome	626180	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1 Beijing/291/2007/CHN	Human astrovirus 1 Beijing/291/2007/CHN	ZW2Y6L.p1831	53133990
FJ755405.1	6771	3049	2449	51.796253	6.80712	Human astrovirus 1 Beijing/293/2007/CHN, complete genome	626181	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 1 Beijing/293/2007/CHN	Human astrovirus 1 Beijing/293/2007/CHN	ZW2Y6L.p1831	53133990
FJ973620.1	6586	6527	3511	76.16765	10.0331	Astrovirus VA1, complete genome	645687	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 9	Astrovirus VA1	Astrovirus VA1	ZW2Y6L.p1831	53133990
GQ415660.1	6534	5708	730	15.907269	2.10267	Mamastrovirus 8 isolate NI-295, complete genome	1239572	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 8	unclassified Mamastrovirus 8 subspecies/strain	unclassified Mamastrovirus 8 strain	ZW2Y6L.p1831	53133990
GU589577.1	3860	2868	1203	45.529648	5.86551	Mammalian orthoreovirus 3 strain Abney segment L1, complete sequence	538123	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3	ZW2Y6L.p1831	53133990
GU589581.1	2207	2162	1710	111.615456	14.5821	Mammalian orthoreovirus 3 strain Abney segment M2, complete sequence	538123	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3	ZW2Y6L.p1831	53133990
GU589584.1	1331	1313	986	113.29297	13.942	Mammalian orthoreovirus 3 strain Abney segment S2, complete sequence	538123	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian orthoreovirus 3	Mammalian orthoreovirus 3	ZW2Y6L.p1831	53133990
GU733448.1	1353	990	114	13.419784	1.58575	Rotavirus D chicken/05V0049/DEU/2005 segment 6, complete sequence	884200	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus D	Rotavirus D chicken/05V0049/DEU/2005	Rotavirus D chicken/05V0049/DEU/2005	ZW2Y6L.p1831	53133990
GU733450.1	1026	787	46	6.8995433	0.843797	Rotavirus D chicken/05V0049/DEU/2005 segment 8, complete sequence	884200	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus D	Rotavirus D chicken/05V0049/DEU/2005	Rotavirus D chicken/05V0049/DEU/2005	ZW2Y6L.p1831	53133990
GU733452.1	765	694	40	6.6747966	0.98407	Rotavirus D chicken/05V0049/DEU/2005 segment 10, complete sequence	884200	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus D	Rotavirus D chicken/05V0049/DEU/2005	Rotavirus D chicken/05V0049/DEU/2005	ZW2Y6L.p1831	53133990
GU937877.1	3302	3182	818	35.975887	4.66234	Caprine rotavirus A strain GO34 RNA-dependent RNA polymerase (VP1) gene, complete cds	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	ZW2Y6L.p1831	53133990
GU937881.1	1356	1247	916	110.17579	12.7134	Caprine rotavirus A strain GO34 VP6 protein (VP6) gene, complete cds	204932	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Caprine rotavirus A	Caprine rotavirus A	ZW2Y6L.p1831	53133990
HM011556.1	5387	1999	139	3.603017	0.485619	Merkel cell polyomavirus isolate R17b, complete genome	493803	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus quintihominis	Merkel cell polyomavirus	Merkel cell polyomavirus	ZW2Y6L.p1831	53133990
HM035533.1	700	646	84	19.73091	2.25844	Rotavirus A Hu/R1486/FRA/2007 non-structural protein 4 gene, complete cds	980172	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A Hu/R1486/FRA/2007	Rotavirus A Hu/R1486/FRA/2007	ZW2Y6L.p1831	53133990
HM237363.1	6772	1232	635	12.86273	1.76475	Human astrovirus 6 isolate Katano, complete genome	37130	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 6	Human astrovirus 6	ZW2Y6L.p1831	53133990
J02226.1	5130	1990	286	8.316868	1.04924	JC virus complete genome	10632	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus secuhominis	JC polyomavirus	JC polyomavirus	ZW2Y6L.p1831	53133990
J02400.1	5243	5232	2606	72.28941	9.35453	Simian virus 40 complete genome	1891767	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus macacae	unclassified Betapolyomavirus macacae subspecies/strain	unclassified Betapolyomavirus macacae strain	ZW2Y6L.p1831	53133990
JF742759.1	6119	3691	314	7.588541	0.965777	Astrovirus MLB2 isolate MLB2/human/Stl/WD0559/2008, complete genome	683172	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	unclassified Astroviridae genus	Astrovirus MLB2	unclassified Astrovirus MLB2 subspecies/strain	unclassified Astrovirus MLB2 strain	ZW2Y6L.p1831	53133990
JN034679.1	1354	888	61	7.0905313	0.847888	Rotavirus D chicken-wt/DEU/06V0047/2006 strain 06V0047 segment 6, complete sequence	1182525	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus D	Rotavirus D chicken-wt/DEU/06V0047/2006	Rotavirus D chicken-wt/DEU/06V0047/2006	ZW2Y6L.p1831	53133990
JN034681.1	1353	1290	204	23.04572	2.83766	Rotavirus D chicken-wt/GBR/06V0274/2006 strain 06V0274 segment 6, complete sequence	1182527	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus D	Rotavirus D chicken-wt/GBR/06V0274/2006	Rotavirus D chicken-wt/GBR/06V0274/2006	ZW2Y6L.p1831	53133990
JN088541.1	8289	6247	1222	20.636442	2.77458	Canine kobuvirus US-PC0082, complete genome	1082189	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Aichivirus A	Canine kobuvirus US-PC0082	Canine kobuvirus US-PC0082	ZW2Y6L.p1831	53133990
JN091707.1	10347	9329	7138	97.741295	12.9834	Spodoptera exigua Iflavirus-1, complete genome	1111710	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Spodoptera exigua iflavirus 1	unclassified Spodoptera exigua iflavirus 1 subspecies/strain	unclassified Spodoptera exigua iflavirus 1 strain	ZW2Y6L.p1831	53133990
JN799423.1	2306	2302	1966	129.1243	16.0454	Mammalian orthoreovirus strain 729 segment M1 mu-2 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	ZW2Y6L.p1831	53133990
JN799425.1	2243	1545	755	50.76923	6.33498	Mammalian orthoreovirus strain 729 segment M3 mu-NS gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	ZW2Y6L.p1831	53133990
JN799426.1	3857	3358	1513	57.014297	7.38273	Mammalian orthoreovirus strain 729 segment L1 lambda-3 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	ZW2Y6L.p1831	53133990
JN799428.1	3903	3865	2818	106.42073	13.5885	Mammalian orthoreovirus strain 729 segment L3 lambda-1 gene, complete cds	351073	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	unclassified Mammalian orthoreovirus subspecies/strain	unclassified Mammalian orthoreovirus strain	ZW2Y6L.p1831	53133990
JN870848.1	9501	8051	1089	16.419954	2.15718	Spodoptera exigua iflavirus 2 isolate Korean, complete genome	1228012	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Spodoptera exigua iflavirus 2	unclassified Spodoptera exigua iflavirus 2 subspecies/strain	unclassified Spodoptera exigua iflavirus 2 strain	ZW2Y6L.p1831	53133990
JQ412763.1	1198	1099	484	61.19275	7.60354	Mammalian Orthoreovirus strain T3/Bat/Germany/342/08 segment S3, complete sequence	1203543	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Mammalian orthoreovirus	Mammalian Orthoreovirus strain T3/Bat/Germany/342/08	Mammalian Orthoreovirus strain T3/Bat/Germany/342/08	ZW2Y6L.p1831	53133990
JX185422.1	1896	1896	1638	127.31443	16.2593	Dragonfly cyclovirus 2 isolate FL1-NZ38-2010, complete genome	1234880	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 2	unclassified Dragonfly associated cyclovirus 2 subspecies/strain	unclassified Dragonfly associated cyclovirus 2 strain	ZW2Y6L.p1831	53133990
JX187435.1	1237	836	66	9.457222	1.00416	Rotavirus D RVD/Avian/India/UKD48/2012 inner capsid protein (VP6) gene, complete cds	1307506	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus D	Rotavirus D RVD/Avian/India/UKD48/2012	Rotavirus D RVD/Avian/India/UKD48/2012	ZW2Y6L.p1831	53133990
JX195076.1	2591	2589	21716	1229.0184	157.739	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 3, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	ZW2Y6L.p1831	53133990
JX195078.1	1356	1352	25823	2997.0598	358.405	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 6, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	ZW2Y6L.p1831	53133990
JX195080.1	1567	1553	9952	1006.76996	119.528	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 5, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	ZW2Y6L.p1831	53133990
JX195081.1	1059	1059	8094	1186.5874	143.845	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 8, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	ZW2Y6L.p1831	53133990
JX195082.1	1074	788	461	59.213203	8.07838	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 7, complete sequence	1307163	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8	ZW2Y6L.p1831	53133990
KC782514.2	1566	1517	558	55.746468	6.7061	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP1 (NSP1) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	ZW2Y6L.p1831	53133990
KC782515.2	1059	1054	530	78.75358	9.41906	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP2 (NSP2) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	ZW2Y6L.p1831	53133990
KC782516.2	1066	995	316	47.298035	5.57901	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP3 (NSP3) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	ZW2Y6L.p1831	53133990
KC782518.2	816	739	569	125.40841	13.1235	Rotavirus A human-wt/USA/LB1562/2010/G9P4 NSP5 (NSP5) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	ZW2Y6L.p1831	53133990
KC782520.2	2687	2659	1724	94.95901	12.0753	Rotavirus A human-wt/USA/LB1562/2010/G9P4 VP2 (VP2) gene, complete cds	1349389	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Rotavirus	Rotavirus A	Rotavirus A human-wt/USA/LB1562/2010/G9P4	Rotavirus A human-wt/USA/LB1562/2010/G9P4	ZW2Y6L.p1831	53133990
KF039910.1	6792	3328	2244	46.706867	6.21803	Human astrovirus 2 isolate Rus-Nsc05-430, complete genome	12701	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Mamastrovirus 1	Human astrovirus 2	Human astrovirus 2	ZW2Y6L.p1831	53133990
KJ196295.1	7543	1434	121	2.3075883	0.301904	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi, complete genome	1529923	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi	Norovirus GII/Hu/JP/2010/GII.P7_GII.7/Musashimurayama/TAKAsanKimchi	ZW2Y6L.p1831	53133990
KP266573.1	7436	2004	422	8.175954	1.06807	Coxsackievirus A16 strain 2008-43-7, complete genome	31704	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus A	Coxsackievirus A16	Coxsackievirus A16	ZW2Y6L.p1831	53133990
KP404149.1	6617	4407	629	13.800835	1.78903	Canine astrovirus strain Gillingham/2012/UK, complete genome	1157338	Viruses	Pisuviricota	Stelpaviricetes	Stellavirales	Astroviridae	Mamastrovirus	Canine astrovirus	unclassified Canine astrovirus subspecies/strain	unclassified Canine astrovirus strain	ZW2Y6L.p1831	53133990
KT327081.1	7441	2137	158	2.977918	0.399626	Sapovirus Hu/G1/Zhejiang1/China/2014, complete genome	1807764	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	Sapovirus Hu/G1/Zhejiang1/China/2014	Sapovirus Hu/G1/Zhejiang1/China/2014	ZW2Y6L.p1831	53133990
KT696547.1	3970	1016	59	2.1568062	0.279698	Reptilian orthoreovirus strain CH1197/96 lambda A gene, complete cds	226613	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Reptilian orthoreovirus	unclassified Reptilian orthoreovirus subspecies/strain	unclassified Reptilian orthoreovirus strain	ZW2Y6L.p1831	53133990
KX079488.1	7510	2103	275	5.097554	0.68916	Norovirus GII.21 strain NoV/Kor/JW, complete genome	1073050	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Norovirus	Norwalk virus	Norovirus GII.21	Norovirus GII.21	ZW2Y6L.p1831	53133990
KX431437.1	7563	5818	613	11.832861	1.52544	Sapporo virus isolate Hu/GV/0003/Sollentuna/2016/SWE, complete genome	95342	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	unclassified Sapporo virus subspecies/strain	unclassified Sapporo virus strain	ZW2Y6L.p1831	53133990
